ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,In stock?,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: _wp_page_template,Meta: shopengine_product_views_count,Meta: ekit_post_views_count,Meta: _last_editor_used_jetpack,Meta: video_product,Meta: view_product,Meta: bwp_ids,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _yoast_wpseo_primary_product_brand
30810,simple,158151839b7d,Rado - Unisex Watch - 37mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,270,540,"Ladies, Men, Watches",Unisex,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_167bcb617b2f4bc1a81bd334697b05admv2.jpg,,,,,,,,,0,default,,,,,,,,,
30812,simple,9aa27ef24c40,Rado - Men Watch - 38mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,300,750,"Men, Watches",Men,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_58a68987d6994bddb55c577dbbc3ea8amv2.jpg,,,,,,,,,0,default,,,,,,,,,
30814,simple,530ab6094da8,Rado - Men Watch - 37.7mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,280,500,"Men, Watches",Men,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_3beba1d4bd0343f7a9e9b6a7420f4f22mv2.jpg,,,,,,,,,0,default,,,,,,,,,
30816,simple,77a0dcc7a04c,Rado - Men Watch - 40mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,270,580,"Men, Watches",Men,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_3c9fe0ee93864a00b3ae312bdeec4848mv2.jpg,,,,,,,,,0,default,,,,,,,,,
30818,simple,aad4e612c6fd,Rado - Men Watch - 40mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,270,580,"Men, Watches",Men,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_d0ec5266681d42f2b0742419d88b3bf8mv2.jpg,,,,,,,,,0,default,,,,,,,,,
30820,simple,d8e51a861463,Rado - Men Watch - 40mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,270,580,"Men, Watches",Men,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_5b18964bdb2e4cd08c02c6ef82056458mv2.jpg,,,,,,,,,0,default,,,,,,,,,
30822,simple,d2b2359d5e04,Rado - Ladies Watch - 33mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,250,530,"Ladies, Watches",Women,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_5df2e8f3cb494228809a4d16c9038b64mv2.jpg,,,,,,,,,0,default,,,,,,,,,
30824,simple,2ae34395438d,Rado - Unisex Watch - 37.7mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,280,500,"Ladies, Men, Watches",Unisex,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_404906e5d4104696bab1d5aabb2f7369mv2.jpg,,,,,,,,,0,default,,,,,,,,,
30826,simple,eaf4ef6d2d9e,Rado - Ladies Watch - 32mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,300,500,"Ladies, Watches",Women,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_c480ff822e8e484f9bb33eb124b6f480mv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_3b9a16968c0c431aa7d2ee64c727b1ecmv2.jpg",,,,,,,,,0,default,,,,,,,,,
30829,simple,2dd931451acb,Rado - Unisex Watch - 37mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,280,850,"Ladies, Men, Watches",Unisex,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_78f9063773414b66bcc467ca65f52d8amv2.jpg,,,,,,,,,0,default,,,,,,,,,
30831,simple,ca8f6e5f1818,Rado - Ladies Watch - 32mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,265,465,"Ladies, Watches",Women,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_9bad2f39c5c645a1bc2c51ad1c846315mv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_f2edd8ec5f9741d29f60da463fa238cdmv2.jpg",,,,,,,,,0,default,,,,,,,,,
30834,simple,17dbc64c78af,Rado - Ladies Watch - 28mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,180,310,"Ladies, Watches",Women,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_321d70062cf74d10a5baabe0141236a4mv2.jpg,,,,,,,,,0,default,,,,,,,,,
30836,simple,dc96f46ed942,Rado - Ladies Watch - 27mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,180,310,"Ladies, Watches",Women,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_92e3d4a1f16d485fb5e3995e0216af33mv2.jpg,,,,,,,,,0,default,,,,,,,,,
30838,simple,43538f1154df,Omega - Ladies Watch - 27mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,920,1050,"Ladies, Watches",Women,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_4645c59235cc46c39f86249109466186mv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_29120b52925b4292b2c95b4daad6c249mv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_4c0dc6859aa14dff8f4e866eb7b57ae0mv2.jpg",,,,,,,,,0,default,,,,,,,,,
30842,simple,f3c52900fbd5,Aigner - Ladies Watch - 32mm,1,0,hidden,,,,,none,,5,5,,0,0,,,,,0,,230,450,"Ladies, Watches",Women,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_ac4677f63f1d42c1a4192d1b23a621ebmv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_458e881ffcc046d7be69961409530404mv2.jpg",,,,,,,,,0,default,,10,,,,,,,
30845,simple,e7bc2203ed95,Aigner - Ladies Watch - 32mm,1,0,hidden,,,,,none,,5,5,,0,0,,,,,0,,230,450,"Ladies, Watches",Women,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_63def9e40f514b3782b493f46ad3b680mv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_3cdf0eb1eebc498991ef4141611d27c5mv2.jpg",,,,,,,,,0,default,1,8,,,,,,,
30848,simple,93398a062110,D1 Milano - Men Watch - 40mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,70,75,"Men, Watches",Men,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_ba52c325b6de4f2bbfe4582e1307011bmv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_91e46a8fa8524614b1139f9b1500a4d6mv2.jpg",,,,,,,,,0,default,,,,,,,,,
30851,simple,45b1e1c5aa7f,Christian Dior - Ladies Watch - 38mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,999.99,3700,"Ladies, Watches",Women,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_bfa5ec12b0b1442b8dd53dad7a439029mv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_e7664fee5ec54053a79480cdfcf0e54fmv2.jpg",,,,,,,,,0,default,,,,,,,,,
30854,simple,5f6ff592c5fe,Christian Dior - Ladies Watch - 19mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,500,1585,"Ladies, Watches",Women,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_56e58f9cc7404f0db5134f0825360db2mv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_379a7cd6459e43aca61a536af70d9407mv2.jpg",,,,,,,,,0,default,,,,,,,,,
30857,simple,f58b5ea402a7,Christian Dior - Ladies Watch - 19mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,570,1855,"Ladies, Watches",Women,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_69ce39db1f614f9c88e4e62548c0250emv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_0ba6dad8f0134eaa9b548c7889a53979mv2.jpg",,,,,,,,,0,default,,,,,,,,,
30860,simple,eb0b788e2074,Christian Dior - Ladies Watch - 19mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,530,1585,"Ladies, Watches",Women,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_3ab6a9b118184a2a95291b1a224deacamv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_68f49e86647f492684faa9f9efc1312fmv2.jpg",,,,,,,,,0,default,,,,,,,,,
30863,simple,7659ad44d8ae,Christian Dior - Ladies Watch - 19mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,530,1585,"Ladies, Watches",Women,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_e4047bbdb7004e47b1bef61126b42574mv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_22c23715ba6c49dba16d771420bf41a2mv2.jpg",,,,,,,,,0,default,,,,,,,,,
30866,simple,4c10c714dbc4,Aigner - Ladies Watch - 36mm,1,0,hidden,,,,,none,,5,5,,0,0,,,,,0,,190,290,"Ladies, Watches",Women,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_27d0f4c38d2a446c96dfb0ab2935d841mv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_87789dd783c0438dac1e1800536d61e1mv2-scaled.jpg",,,,,,,,,0,default,1,6,,,,,,,
30869,simple,fb808a19186b,Aigner - Ladies Watch - 36mm,1,0,hidden,,,,,none,,5,5,,0,0,,,,,0,,200,325,"Ladies, Watches",Women,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_36f1f21d8d7d4a40add7be489a9774a5mv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_1e909700d67148e6a18325f65c401b67mv2.jpg",,,,,,,,,0,default,,2,,,,,,,
30872,simple,758a41ad2046,Aigner - Ladies Watch - 25mm,1,0,hidden,,,,,none,,5,5,,0,0,,,,,0,,180,290,"Ladies, Watches",Women,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_9b24fcca844a42d1bc307c4b7c80d002mv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_5522eeeecd5440b7bf3941203b5e3e89mv2-scaled.jpg",,,,,,,,,0,default,7,34,,,,,,,
30875,simple,480e744cba62,Charriol - Ladies Watch - 30mm,1,0,hidden,,,,,none,,5,5,,0,0,,,,,0,,540,1410,"Ladies, Watches",Women,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_6ffc6a3e947a4ed3a32b44930223a264mv2.jpg,,,,,,,,,0,default,,,,,,,,,
30877,simple,021dfe51a530,Charriol - Ladies Watch - 30mm,1,0,hidden,,,,,none,,5,5,,0,0,,,,,0,,540,1410,"Ladies, Watches",Women,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_2b5c0f868206474693d8bda6d03b21b8mv2.jpg,,,,,,,,,0,default,,,,,,,,,
30879,simple,f071fc5e88b0,Omega - Ladies Watch - 27mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,3150,4030,"Ladies, Watches",Women,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_5d4a6fd7fa5a43fdb4cc6bd0a4ec5d1cmv2.jpg,,,,,,,,,0,default,,,,,,,,,
30881,simple,f97e9d973745,Omega - Ladies Watch - 27mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,2660,3375,"Ladies, Watches",Women,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_c199d22a2ff94b7e830e51f78cb90280mv2.jpg,,,,,,,,,0,default,,,,,,,,,
30883,simple,b75b8b504625,Omega - Ladies Watch - 27mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,3500,4440,"Ladies, Watches",Women,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_8ac9d8ff04664599a8cdbc1facd13b66mv2.jpg,,,,,,,,,0,default,,,,,,,,,
30885,simple,8db01e956856,Omega - Ladies Watch - 27mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,2770,3465,"Ladies, Watches",Women,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_a1ec87b904de49dfa78607192e860758mv2.jpg,,,,,,,,,0,default,,,,,,,,,
30887,simple,9a339591e562,Omega - Ladies Watch - 27mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,3950,5905,"Ladies, Watches",Women,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_31617b16badb4bdcb58689369fc01036mv2.jpg,,,,,,,,,0,default,,,,,,,,,
30889,simple,6583295cef20,Omega - Ladies Watch - 27mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,1900,2280,"Ladies, Watches",Women,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_114d2cf1697a4295b32f8d07897a3d93mv2.jpg,,,,,,,,,0,default,,,,,,,,,
30891,simple,826680f12e2e,Omega - Ladies Watch - 27mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,2251,2895,"Ladies, Watches",Women,,https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_2b1e10d8fd4b44de88776f7022064c85mv2.jpg,,,,,,,,,0,default,,,,,,,,,
30893,simple,d6b89b4158bf,Versace - Ladies Watch - 35mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,240,490,"In Stock Available Immediately, Ladies, Watches",Women,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_11a3e2f272b4443ab0c768a82d916919mv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_d099d28b989e4748be09e18e99164b06mv2.jpg",,,,,,,,,0,default,,,,,,,,,
30896,simple,3b6c1f0914d0,Dior - Ladies Watch - 32mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,900,3050,"Ladies, Watches",Women,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_1b923c8242ed406b821fe48628a8b8b0mv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_9254673c94e048348cc7e0ab3521b8b0mv2.jpg",,,,,,,,,0,default,,,,,,,,,
30899,simple,f6ffd024aa3b,D1 Milano - Men Watch - 40mm,1,0,visible,,,,,none,,5,5,,0,0,,,,,0,,95,110,"Men, Watches",Men,,"https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_24c4d28ab62f40a8b41a9af3f2715f39mv2.jpg, https://mnkwatches.store/wp-content/uploads/2022/03/a0a030_7692bdb24fe84348be29ebd91abf37a0mv2.jpg",,,,,,,,,0,default,,,,,,,,,
